sklep_id,dzien_tyg,data,sprzedaz,liczba_klientow,czy_otwarty,czy_promocja,czy_swieto,czy_swieto_szkolne,sklep_typ,sklep_asort,sklep_konkurencja
4,3,24.12.2021,6551,856,Tak,Nie,Nie,Tak,c,Rozszerzony,620
5,3,24.12.2021,2850,311,Tak,Nie,Nie,Tak,a,Podstawowy,29910
6,3,24.12.2021,3357,355,Tak,Nie,Nie,Tak,a,Podstawowy,310
7,3,24.12.2021,5458,550,Tak,Nie,Nie,Tak,a,Rozszerzony,24000
8,3,24.12.2021,3738,401,Tak,Nie,Nie,Tak,a,Podstawowy,7520
9,3,24.12.2021,4885,499,Tak,Nie,Nie,Tak,a,Rozszerzony,2030
10,3,24.12.2021,5239,512,Tak,Nie,Nie,Tak,a,Podstawowy,3160
11,3,24.12.2021,6363,825,Tak,Nie,Nie,Tak,a,Rozszerzony,960
12,3,24.12.2021,4984,632,Tak,Nie,Nie,Tak,a,Rozszerzony,1070
14,3,24.12.2021,3585,475,Tak,Nie,Nie,Tak,a,Podstawowy,1300
15,3,24.12.2021,4908,528,Tak,Nie,Nie,Tak,d,Rozszerzony,4110
16,3,24.12.2021,7373,662,Tak,Nie,Nie,Tak,a,Rozszerzony,3270
17,3,24.12.2021,3123,423,Tak,Nie,Nie,Tak,a,Podstawowy,50
18,3,24.12.2021,4606,525,Tak,Nie,Nie,Tak,d,Rozszerzony,13840
19,3,24.12.2021,4819,453,Tak,Nie,Nie,Tak,a,Rozszerzony,3240
21,3,24.12.2021,3809,405,Tak,Nie,Nie,Tak,c,Rozszerzony,550
23,3,24.12.2021,4332,421,Tak,Nie,Nie,Tak,d,Podstawowy,4060
24,3,24.12.2021,8193,753,Tak,Nie,Nie,Tak,a,Rozszerzony,4590
25,3,24.12.2021,7858,978,Tak,Nie,Nie,Tak,c,Podstawowy,430
26,3,24.12.2021,4094,351,Tak,Nie,Nie,Tak,d,Podstawowy,2300
27,3,24.12.2021,4583,542,Tak,Nie,Nie,Tak,a,Podstawowy,60
28,3,24.12.2021,2644,303,Tak,Nie,Nie,Tak,a,Podstawowy,1200
29,3,24.12.2021,5861,516,Tak,Nie,Nie,Tak,d,Rozszerzony,2170
30,3,24.12.2021,2966,426,Tak,Nie,Nie,Tak,a,Podstawowy,40
31,3,24.12.2021,4250,443,Tak,Nie,Nie,Tak,d,Rozszerzony,9800
33,3,24.12.2021,7613,796,Tak,Nie,Nie,Tak,a,Rozszerzony,1320
34,3,24.12.2021,5290,560,Tak,Nie,Nie,Tak,c,Podstawowy,2240
35,3,24.12.2021,6167,496,Tak,Nie,Nie,Tak,d,Rozszerzony,7660
37,3,24.12.2021,3833,408,Tak,Nie,Nie,Tak,c,Podstawowy,4230
38,3,24.12.2021,3933,405,Tak,Nie,Nie,Tak,d,Podstawowy,1090
39,3,24.12.2021,3753,459,Tak,Nie,Nie,Tak,a,Podstawowy,260
40,3,24.12.2021,1701,250,Tak,Nie,Nie,Tak,a,Podstawowy,180
42,3,24.12.2021,7297,812,Tak,Nie,Nie,Tak,a,Rozszerzony,290
43,3,24.12.2021,4766,464,Tak,Nie,Nie,Tak,d,Podstawowy,4880
44,3,24.12.2021,3656,458,Tak,Nie,Nie,Tak,a,Podstawowy,540
45,3,24.12.2021,5271,429,Tak,Nie,Nie,Tak,d,Podstawowy,9710
47,3,24.12.2021,4460,584,Tak,Nie,Nie,Tak,a,Rozszerzony,270
48,3,24.12.2021,2236,287,Tak,Nie,Nie,Tak,a,Podstawowy,1060
49,3,24.12.2021,7207,532,Tak,Nie,Nie,Tak,d,Rozszerzony,18010
50,3,24.12.2021,2686,246,Tak,Nie,Nie,Tak,d,Podstawowy,6260
1,2,23.12.2021,7959,957,Tak,Nie,Nie,Tak,c,Podstawowy,1270
2,2,23.12.2021,7557,816,Tak,Nie,Nie,Tak,a,Podstawowy,570
3,2,23.12.2021,12121,1352,Tak,Nie,Nie,Tak,a,Podstawowy,14130
4,2,23.12.2021,15839,2071,Tak,Nie,Nie,Tak,c,Rozszerzony,620
5,2,23.12.2021,9164,876,Tak,Nie,Nie,Tak,a,Podstawowy,29910
6,2,23.12.2021,7982,889,Tak,Nie,Nie,Tak,a,Podstawowy,310
7,2,23.12.2021,14590,1364,Tak,Nie,Nie,Tak,a,Rozszerzony,24000
8,2,23.12.2021,7962,928,Tak,Nie,Nie,Tak,a,Podstawowy,7520
9,2,23.12.2021,10636,988,Tak,Nie,Nie,Tak,a,Rozszerzony,2030
10,2,23.12.2021,8406,893,Tak,Nie,Nie,Tak,a,Podstawowy,3160
11,2,23.12.2021,17111,1944,Tak,Nie,Nie,Tak,a,Rozszerzony,960
12,2,23.12.2021,11122,1316,Tak,Nie,Nie,Tak,a,Rozszerzony,1070
14,2,23.12.2021,8947,1041,Tak,Nie,Nie,Tak,a,Podstawowy,1300
15,2,23.12.2021,10465,1050,Tak,Nie,Nie,Tak,d,Rozszerzony,4110
16,2,23.12.2021,12757,1269,Tak,Nie,Nie,Tak,a,Rozszerzony,3270
17,2,23.12.2021,10494,1289,Tak,Nie,Nie,Tak,a,Podstawowy,50
18,2,23.12.2021,12169,1220,Tak,Nie,Nie,Tak,d,Rozszerzony,13840
19,2,23.12.2021,10283,954,Tak,Nie,Nie,Tak,a,Rozszerzony,3240
21,2,23.12.2021,6527,711,Tak,Nie,Nie,Tak,c,Rozszerzony,550
23,2,23.12.2021,10075,887,Tak,Nie,Nie,Tak,d,Podstawowy,4060
24,2,23.12.2021,18596,1552,Tak,Nie,Nie,Tak,a,Rozszerzony,4590
25,2,23.12.2021,15300,2008,Tak,Nie,Nie,Tak,c,Podstawowy,430
26,2,23.12.2021,12019,959,Tak,Nie,Nie,Tak,d,Podstawowy,2300
27,2,23.12.2021,14266,1698,Tak,Nie,Nie,Tak,a,Podstawowy,60
28,2,23.12.2021,7944,837,Tak,Nie,Nie,Tak,a,Podstawowy,1200
29,2,23.12.2021,13202,1125,Tak,Nie,Nie,Tak,d,Rozszerzony,2170
30,2,23.12.2021,6038,899,Tak,Nie,Nie,Tak,a,Podstawowy,40
31,2,23.12.2021,11487,1045,Tak,Nie,Nie,Tak,d,Rozszerzony,9800
33,2,23.12.2021,14351,1311,Tak,Nie,Nie,Tak,a,Rozszerzony,1320
34,2,23.12.2021,12383,1449,Tak,Nie,Nie,Tak,c,Podstawowy,2240
35,2,23.12.2021,14023,1068,Tak,Nie,Nie,Tak,d,Rozszerzony,7660
37,2,23.12.2021,12445,1267,Tak,Nie,Nie,Tak,c,Podstawowy,4230
38,2,23.12.2021,8532,820,Tak,Nie,Nie,Tak,d,Podstawowy,1090
39,2,23.12.2021,6787,818,Tak,Nie,Nie,Tak,a,Podstawowy,260
40,2,23.12.2021,6571,932,Tak,Nie,Nie,Tak,a,Podstawowy,180
42,2,23.12.2021,15568,1667,Tak,Nie,Nie,Tak,a,Rozszerzony,290
43,2,23.12.2021,10124,986,Tak,Nie,Nie,Tak,d,Podstawowy,4880
44,2,23.12.2021,8995,1021,Tak,Nie,Nie,Tak,a,Podstawowy,540
45,2,23.12.2021,10150,790,Tak,Nie,Nie,Tak,d,Podstawowy,9710
47,2,23.12.2021,11262,1341,Tak,Nie,Nie,Tak,a,Rozszerzony,270
48,2,23.12.2021,6183,650,Tak,Nie,Nie,Tak,a,Podstawowy,1060
49,2,23.12.2021,17743,1166,Tak,Nie,Nie,Tak,d,Rozszerzony,18010
50,2,23.12.2021,6846,581,Tak,Nie,Nie,Tak,d,Podstawowy,6260
1,1,22.12.2021,9331,1080,Tak,Nie,Nie,Tak,c,Podstawowy,1270
2,1,22.12.2021,9027,924,Tak,Nie,Nie,Tak,a,Podstawowy,570
3,1,22.12.2021,11282,1209,Tak,Nie,Nie,Tak,a,Podstawowy,14130
4,1,22.12.2021,14572,1878,Tak,Nie,Nie,Tak,c,Rozszerzony,620
5,1,22.12.2021,8765,950,Tak,Nie,Nie,Tak,a,Podstawowy,29910
6,1,22.12.2021,9297,878,Tak,Nie,Nie,Tak,a,Podstawowy,310
7,1,22.12.2021,12528,1225,Tak,Nie,Nie,Tak,a,Rozszerzony,24000
8,1,22.12.2021,7248,810,Tak,Nie,Nie,Tak,a,Podstawowy,7520
9,1,22.12.2021,11569,961,Tak,Nie,Nie,Tak,a,Rozszerzony,2030
10,1,22.12.2021,8597,858,Tak,Nie,Nie,Tak,a,Podstawowy,3160
11,1,22.12.2021,16610,1885,Tak,Nie,Nie,Tak,a,Rozszerzony,960
12,1,22.12.2021,9775,1113,Tak,Nie,Nie,Tak,a,Rozszerzony,1070
14,1,22.12.2021,9341,1020,Tak,Nie,Nie,Tak,a,Podstawowy,1300
15,1,22.12.2021,11166,1057,Tak,Nie,Nie,Tak,d,Rozszerzony,4110
16,1,22.12.2021,13372,1262,Tak,Nie,Nie,Tak,a,Rozszerzony,3270
17,1,22.12.2021,13241,1461,Tak,Nie,Nie,Tak,a,Podstawowy,50
18,1,22.12.2021,12407,1160,Tak,Nie,Nie,Tak,d,Rozszerzony,13840
19,1,22.12.2021,10076,920,Tak,Nie,Nie,Tak,a,Rozszerzony,3240
21,1,22.12.2021,7930,764,Tak,Nie,Nie,Tak,c,Rozszerzony,550
23,1,22.12.2021,10428,887,Tak,Nie,Nie,Tak,d,Podstawowy,4060
24,1,22.12.2021,18178,1480,Tak,Nie,Nie,Tak,a,Rozszerzony,4590
25,1,22.12.2021,16255,2142,Tak,Nie,Nie,Tak,c,Podstawowy,430
26,1,22.12.2021,14428,1034,Tak,Nie,Nie,Tak,d,Podstawowy,2300
27,1,22.12.2021,15062,1708,Tak,Nie,Nie,Tak,a,Podstawowy,60
28,1,22.12.2021,8789,900,Tak,Nie,Nie,Tak,a,Podstawowy,1200
29,1,22.12.2021,13589,1115,Tak,Nie,Nie,Tak,d,Rozszerzony,2170
30,1,22.12.2021,6196,904,Tak,Nie,Nie,Tak,a,Podstawowy,40
31,1,22.12.2021,10877,1007,Tak,Nie,Nie,Tak,d,Rozszerzony,9800
33,1,22.12.2021,13486,1276,Tak,Nie,Nie,Tak,a,Rozszerzony,1320
34,1,22.12.2021,11601,1380,Tak,Nie,Nie,Tak,c,Podstawowy,2240
35,1,22.12.2021,14808,1071,Tak,Nie,Nie,Tak,d,Rozszerzony,7660
37,1,22.12.2021,13931,1397,Tak,Nie,Nie,Tak,c,Podstawowy,4230
38,1,22.12.2021,7969,738,Tak,Nie,Nie,Tak,d,Podstawowy,1090
39,1,22.12.2021,7307,874,Tak,Nie,Nie,Tak,a,Podstawowy,260
40,1,22.12.2021,6636,977,Tak,Nie,Nie,Tak,a,Podstawowy,180
42,1,22.12.2021,16927,1681,Tak,Nie,Nie,Tak,a,Rozszerzony,290
43,1,22.12.2021,10807,976,Tak,Nie,Nie,Tak,d,Podstawowy,4880
44,1,22.12.2021,7418,875,Tak,Nie,Nie,Tak,a,Podstawowy,540
45,1,22.12.2021,9750,764,Tak,Nie,Nie,Tak,d,Podstawowy,9710
47,1,22.12.2021,10870,1206,Tak,Nie,Nie,Tak,a,Rozszerzony,270
48,1,22.12.2021,5896,551,Tak,Nie,Nie,Tak,a,Podstawowy,1060
49,1,22.12.2021,15331,1016,Tak,Nie,Nie,Tak,d,Rozszerzony,18010
50,1,22.12.2021,7693,641,Tak,Nie,Nie,Tak,d,Podstawowy,6260
1,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,c,Podstawowy,1270
2,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,570
3,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,14130
4,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,c,Rozszerzony,620
5,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,29910
6,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,310
7,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,24000
8,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,7520
9,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,2030
10,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,3160
11,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,960
12,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,1070
14,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,1300
15,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,4110
16,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,3270
17,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,50
18,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,13840
19,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,3240
21,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,c,Rozszerzony,550
23,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,4060
24,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,4590
25,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,c,Podstawowy,430
26,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,2300
27,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,60
28,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,1200
29,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,2170
30,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,40
31,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,9800
33,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,1320
34,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,c,Podstawowy,2240
35,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,7660
37,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,c,Podstawowy,4230
38,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,1090
39,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,260
40,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,180
42,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,290
43,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,4880
44,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,540
45,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,9710
47,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,270
48,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,1060
49,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,18010
50,7,21.12.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,6260
1,6,20.12.2021,8367,962,Tak,Nie,Nie,Nie,c,Podstawowy,1270
2,6,20.12.2021,4553,495,Tak,Nie,Nie,Nie,a,Podstawowy,570
3,6,20.12.2021,8094,839,Tak,Nie,Nie,Nie,a,Podstawowy,14130
4,6,20.12.2021,13884,1741,Tak,Nie,Nie,Nie,c,Rozszerzony,620
5,6,20.12.2021,3912,346,Tak,Nie,Nie,Nie,a,Podstawowy,29910
6,6,20.12.2021,5142,468,Tak,Nie,Nie,Nie,a,Podstawowy,310
7,6,20.12.2021,7921,758,Tak,Nie,Nie,Nie,a,Rozszerzony,24000
8,6,20.12.2021,4339,487,Tak,Nie,Nie,Nie,a,Podstawowy,7520
9,6,20.12.2021,9540,793,Tak,Nie,Nie,Nie,a,Rozszerzony,2030
10,6,20.12.2021,6482,609,Tak,Nie,Nie,Nie,a,Podstawowy,3160
11,6,20.12.2021,12715,1471,Tak,Nie,Nie,Nie,a,Rozszerzony,960
12,6,20.12.2021,8285,959,Tak,Nie,Nie,Nie,a,Rozszerzony,1070
14,6,20.12.2021,5474,606,Tak,Nie,Nie,Nie,a,Podstawowy,1300
15,6,20.12.2021,8403,765,Tak,Nie,Nie,Nie,d,Rozszerzony,4110
16,6,20.12.2021,8670,812,Tak,Nie,Nie,Nie,a,Rozszerzony,3270
17,6,20.12.2021,6150,695,Tak,Nie,Nie,Nie,a,Podstawowy,50
18,6,20.12.2021,7418,684,Tak,Nie,Nie,Nie,d,Rozszerzony,13840
19,6,20.12.2021,6338,539,Tak,Nie,Nie,Nie,a,Rozszerzony,3240
21,6,20.12.2021,6417,603,Tak,Nie,Nie,Nie,c,Rozszerzony,550
23,6,20.12.2021,7406,629,Tak,Nie,Nie,Nie,d,Podstawowy,4060
24,6,20.12.2021,11443,962,Tak,Nie,Nie,Nie,a,Rozszerzony,4590
25,6,20.12.2021,11146,1492,Tak,Nie,Nie,Nie,c,Podstawowy,430
26,6,20.12.2021,9672,739,Tak,Nie,Nie,Nie,d,Podstawowy,2300
27,6,20.12.2021,12211,1365,Tak,Nie,Nie,Nie,a,Podstawowy,60
28,6,20.12.2021,3745,394,Tak,Nie,Nie,Nie,a,Podstawowy,1200
29,6,20.12.2021,11284,896,Tak,Nie,Nie,Nie,d,Rozszerzony,2170
30,6,20.12.2021,5913,862,Tak,Nie,Nie,Nie,a,Podstawowy,40
31,6,20.12.2021,8739,746,Tak,Nie,Nie,Nie,d,Rozszerzony,9800
33,6,20.12.2021,11583,1051,Tak,Nie,Nie,Nie,a,Rozszerzony,1320
34,6,20.12.2021,10387,1183,Tak,Nie,Nie,Nie,c,Podstawowy,2240
35,6,20.12.2021,11229,757,Tak,Nie,Nie,Nie,d,Rozszerzony,7660
37,6,20.12.2021,10853,1168,Tak,Nie,Nie,Nie,c,Podstawowy,4230
38,6,20.12.2021,8026,684,Tak,Nie,Nie,Nie,d,Podstawowy,1090
39,6,20.12.2021,4105,550,Tak,Nie,Nie,Nie,a,Podstawowy,260
40,6,20.12.2021,7937,1060,Tak,Nie,Nie,Nie,a,Podstawowy,180
42,6,20.12.2021,12305,1225,Tak,Nie,Nie,Nie,a,Rozszerzony,290
43,6,20.12.2021,6778,624,Tak,Nie,Nie,Nie,d,Podstawowy,4880
44,6,20.12.2021,5323,594,Tak,Nie,Nie,Nie,a,Podstawowy,540
45,6,20.12.2021,8201,613,Tak,Nie,Nie,Nie,d,Podstawowy,9710
47,6,20.12.2021,7915,922,Tak,Nie,Nie,Nie,a,Rozszerzony,270
48,6,20.12.2021,4066,392,Tak,Nie,Nie,Nie,a,Podstawowy,1060
49,6,20.12.2021,11508,743,Tak,Nie,Nie,Nie,d,Rozszerzony,18010
50,6,20.12.2021,6922,553,Tak,Nie,Nie,Nie,d,Podstawowy,6260
1,5,19.12.2021,7558,884,Tak,Tak,Nie,Nie,c,Podstawowy,1270
2,5,19.12.2021,7574,718,Tak,Tak,Nie,Nie,a,Podstawowy,570
3,5,19.12.2021,9598,957,Tak,Tak,Nie,Nie,a,Podstawowy,14130
4,5,19.12.2021,13591,1666,Tak,Tak,Nie,Nie,c,Rozszerzony,620
5,5,19.12.2021,7085,721,Tak,Tak,Nie,Nie,a,Podstawowy,29910
6,5,19.12.2021,7554,748,Tak,Tak,Nie,Nie,a,Podstawowy,310
7,5,19.12.2021,11603,1112,Tak,Tak,Nie,Nie,a,Rozszerzony,24000
8,5,19.12.2021,7381,775,Tak,Tak,Nie,Nie,a,Podstawowy,7520
9,5,19.12.2021,8996,736,Tak,Tak,Nie,Nie,a,Rozszerzony,2030
10,5,19.12.2021,6922,710,Tak,Tak,Nie,Nie,a,Podstawowy,3160
11,5,19.12.2021,15026,1809,Tak,Tak,Nie,Nie,a,Rozszerzony,960
12,5,19.12.2021,11494,1164,Tak,Tak,Nie,Nie,a,Rozszerzony,1070
14,5,19.12.2021,7767,736,Tak,Tak,Nie,Nie,a,Podstawowy,1300
15,5,19.12.2021,9640,855,Tak,Tak,Nie,Nie,d,Rozszerzony,4110
16,5,19.12.2021,11377,1124,Tak,Tak,Nie,Nie,a,Rozszerzony,3270
17,5,19.12.2021,10295,992,Tak,Tak,Nie,Nie,a,Podstawowy,50
18,5,19.12.2021,11512,1020,Tak,Tak,Nie,Nie,d,Rozszerzony,13840
19,5,19.12.2021,8942,760,Tak,Tak,Nie,Nie,a,Rozszerzony,3240
21,5,19.12.2021,8624,702,Tak,Tak,Nie,Nie,c,Rozszerzony,550
23,5,19.12.2021,8545,668,Tak,Tak,Nie,Nie,d,Podstawowy,4060
24,5,19.12.2021,14344,1080,Tak,Tak,Nie,Nie,a,Rozszerzony,4590
25,5,19.12.2021,12900,1743,Tak,Tak,Nie,Nie,c,Podstawowy,430
26,5,19.12.2021,11181,743,Tak,Tak,Nie,Nie,d,Podstawowy,2300
27,5,19.12.2021,13457,1368,Tak,Tak,Nie,Nie,a,Podstawowy,60
28,5,19.12.2021,7524,682,Tak,Tak,Nie,Nie,a,Podstawowy,1200
29,5,19.12.2021,11650,891,Tak,Tak,Nie,Nie,d,Rozszerzony,2170
30,5,19.12.2021,4842,676,Tak,Tak,Nie,Nie,a,Podstawowy,40
31,5,19.12.2021,10610,837,Tak,Tak,Nie,Nie,d,Rozszerzony,9800
33,5,19.12.2021,10008,892,Tak,Tak,Nie,Nie,a,Rozszerzony,1320
34,5,19.12.2021,10514,1213,Tak,Tak,Nie,Nie,c,Podstawowy,2240
35,5,19.12.2021,14584,975,Tak,Tak,Nie,Nie,d,Rozszerzony,7660
37,5,19.12.2021,11788,1029,Tak,Tak,Nie,Nie,c,Podstawowy,4230
38,5,19.12.2021,7808,657,Tak,Tak,Nie,Nie,d,Podstawowy,1090
39,5,19.12.2021,6515,670,Tak,Tak,Nie,Nie,a,Podstawowy,260
40,5,19.12.2021,5984,798,Tak,Tak,Nie,Nie,a,Podstawowy,180
42,5,19.12.2021,15256,1351,Tak,Tak,Nie,Nie,a,Rozszerzony,290
43,5,19.12.2021,10455,815,Tak,Tak,Nie,Nie,d,Podstawowy,4880
44,5,19.12.2021,7804,800,Tak,Tak,Nie,Nie,a,Podstawowy,540
45,5,19.12.2021,7721,546,Tak,Tak,Nie,Nie,d,Podstawowy,9710
47,5,19.12.2021,10826,1170,Tak,Tak,Nie,Nie,a,Rozszerzony,270
48,5,19.12.2021,5395,524,Tak,Tak,Nie,Nie,a,Podstawowy,1060
49,5,19.12.2021,11541,727,Tak,Tak,Nie,Nie,d,Rozszerzony,18010
50,5,19.12.2021,5902,468,Tak,Tak,Nie,Nie,d,Podstawowy,6260
1,4,18.12.2021,7785,841,Tak,Tak,Nie,Nie,c,Podstawowy,1270
2,4,18.12.2021,8117,777,Tak,Tak,Nie,Nie,a,Podstawowy,570
3,4,18.12.2021,11617,1121,Tak,Tak,Nie,Nie,a,Podstawowy,14130
4,4,18.12.2021,13183,1690,Tak,Tak,Nie,Nie,c,Rozszerzony,620
5,4,18.12.2021,7726,750,Tak,Tak,Nie,Nie,a,Podstawowy,29910
6,4,18.12.2021,7131,717,Tak,Tak,Nie,Nie,a,Podstawowy,310
7,4,18.12.2021,12483,1165,Tak,Tak,Nie,Nie,a,Rozszerzony,24000
8,4,18.12.2021,9008,1021,Tak,Tak,Nie,Nie,a,Podstawowy,7520
9,4,18.12.2021,9787,753,Tak,Tak,Nie,Nie,a,Rozszerzony,2030
10,4,18.12.2021,6569,689,Tak,Tak,Nie,Nie,a,Podstawowy,3160
11,4,18.12.2021,15466,1763,Tak,Tak,Nie,Nie,a,Rozszerzony,960
12,4,18.12.2021,12106,1207,Tak,Tak,Nie,Nie,a,Rozszerzony,1070
14,4,18.12.2021,7800,799,Tak,Tak,Nie,Nie,a,Podstawowy,1300
15,4,18.12.2021,9636,809,Tak,Tak,Nie,Nie,d,Rozszerzony,4110
16,4,18.12.2021,11976,1214,Tak,Tak,Nie,Nie,a,Rozszerzony,3270
17,4,18.12.2021,11674,1182,Tak,Tak,Nie,Nie,a,Podstawowy,50
18,4,18.12.2021,10691,942,Tak,Tak,Nie,Nie,d,Rozszerzony,13840
19,4,18.12.2021,9915,836,Tak,Tak,Nie,Nie,a,Rozszerzony,3240
21,4,18.12.2021,9000,707,Tak,Tak,Nie,Nie,c,Rozszerzony,550
23,4,18.12.2021,9906,782,Tak,Tak,Nie,Nie,d,Podstawowy,4060
24,4,18.12.2021,14912,1173,Tak,Tak,Nie,Nie,a,Rozszerzony,4590
25,4,18.12.2021,14811,1922,Tak,Tak,Nie,Nie,c,Podstawowy,430
26,4,18.12.2021,11202,844,Tak,Tak,Nie,Nie,d,Podstawowy,2300
27,4,18.12.2021,15063,1554,Tak,Tak,Nie,Nie,a,Podstawowy,60
28,4,18.12.2021,8531,771,Tak,Tak,Nie,Nie,a,Podstawowy,1200
29,4,18.12.2021,12069,920,Tak,Tak,Nie,Nie,d,Rozszerzony,2170
30,4,18.12.2021,6833,911,Tak,Tak,Nie,Nie,a,Podstawowy,40
31,4,18.12.2021,9128,795,Tak,Tak,Nie,Nie,d,Rozszerzony,9800
33,4,18.12.2021,10544,930,Tak,Tak,Nie,Nie,a,Rozszerzony,1320
34,4,18.12.2021,10770,1241,Tak,Tak,Nie,Nie,c,Podstawowy,2240
35,4,18.12.2021,14636,961,Tak,Tak,Nie,Nie,d,Rozszerzony,7660
37,4,18.12.2021,11161,1069,Tak,Tak,Nie,Nie,c,Podstawowy,4230
38,4,18.12.2021,8110,644,Tak,Tak,Nie,Nie,d,Podstawowy,1090
39,4,18.12.2021,6729,804,Tak,Tak,Nie,Nie,a,Podstawowy,260
40,4,18.12.2021,6265,845,Tak,Tak,Nie,Nie,a,Podstawowy,180
42,4,18.12.2021,16635,1482,Tak,Tak,Nie,Nie,a,Rozszerzony,290
43,4,18.12.2021,9764,813,Tak,Tak,Nie,Nie,d,Podstawowy,4880
44,4,18.12.2021,7142,753,Tak,Tak,Nie,Nie,a,Podstawowy,540
45,4,18.12.2021,9169,635,Tak,Tak,Nie,Nie,d,Podstawowy,9710
47,4,18.12.2021,11199,1223,Tak,Tak,Nie,Nie,a,Rozszerzony,270
48,4,18.12.2021,5652,548,Tak,Tak,Nie,Nie,a,Podstawowy,1060
49,4,18.12.2021,13286,808,Tak,Tak,Nie,Nie,d,Rozszerzony,18010
50,4,18.12.2021,6919,525,Tak,Tak,Nie,Nie,d,Podstawowy,6260
1,3,17.12.2021,7523,791,Tak,Tak,Nie,Nie,c,Podstawowy,1270
2,3,17.12.2021,9365,909,Tak,Tak,Nie,Nie,a,Podstawowy,570
3,3,17.12.2021,10510,917,Tak,Tak,Nie,Nie,a,Podstawowy,14130
4,3,17.12.2021,13087,1599,Tak,Tak,Nie,Nie,c,Rozszerzony,620
5,3,17.12.2021,8758,799,Tak,Tak,Nie,Nie,a,Podstawowy,29910
6,3,17.12.2021,7493,724,Tak,Tak,Nie,Nie,a,Podstawowy,310
7,3,17.12.2021,11707,1056,Tak,Tak,Nie,Nie,a,Rozszerzony,24000
8,3,17.12.2021,8282,828,Tak,Tak,Nie,Nie,a,Podstawowy,7520
9,3,17.12.2021,9415,718,Tak,Tak,Nie,Nie,a,Rozszerzony,2030
10,3,17.12.2021,7015,674,Tak,Tak,Nie,Nie,a,Podstawowy,3160
11,3,17.12.2021,15835,1769,Tak,Tak,Nie,Nie,a,Rozszerzony,960
12,3,17.12.2021,12161,1214,Tak,Tak,Nie,Nie,a,Rozszerzony,1070
14,3,17.12.2021,7641,745,Tak,Tak,Nie,Nie,a,Podstawowy,1300
15,3,17.12.2021,10087,800,Tak,Tak,Nie,Nie,d,Rozszerzony,4110
16,3,17.12.2021,11836,1093,Tak,Tak,Nie,Nie,a,Rozszerzony,3270
17,3,17.12.2021,10556,1014,Tak,Tak,Nie,Nie,a,Podstawowy,50
